Gene stable ID,Gene name,Crab-eating macaque gene stable ID,Crab-eating macaque gene name,Crab-eating macaque homology type,Crab-eating macaque orthology confidence
ENSMUSG00000030986,Dhx32,ENSMFAG00000045315,DHX32,ortholog_one2one,1.0
ENSMUSG00000033124,Atg9a,ENSMFAG00000037064,ATG9A,ortholog_one2one,1.0
ENSMUSG00000027344,Fsip1,ENSMFAG00000031510,FSIP1,ortholog_one2one,1.0
ENSMUSG00000036860,Mrpl55,ENSMFAG00000064574,MRPL55,ortholog_one2one,1.0
ENSMUSG00000078234,Klhdc7a,ENSMFAG00000038781,KLHDC7A,ortholog_one2one,1.0
ENSMUSG00000040972,Igsf21,ENSMFAG00000040850,IGSF21,ortholog_one2one,1.0
ENSMUSG00000020441,2310033P09Rik,ENSMFAG00000045378,C1orf35,ortholog_one2one,1.0
ENSMUSG00000040964,Arhgef10l,ENSMFAG00000040019,ARHGEF10L,ortholog_one2one,1.0
ENSMUSG00000040133,Gpr176,ENSMFAG00000039488,GPR176,ortholog_one2one,1.0
ENSMUSG00000027431,Scp2d1,ENSMFAG00000050245,SCP2D1,ortholog_one2one,1.0
ENSMUSG00000020549,Elac2,ENSMFAG00000041840,ELAC2,ortholog_one2one,1.0
ENSMUSG00000026889,Rbm18,ENSMFAG00000000443,RBM18,ortholog_one2one,1.0
ENSMUSG00000030603,Psmc4,ENSMFAG00000034580,PSMC4,ortholog_one2one,1.0
ENSMUSG00000026887,Mrrf,ENSMFAG00000044303,MRRF,ortholog_one2one,1.0
ENSMUSG00000026199,Ankzf1,ENSMFAG00000002912,ANKZF1,ortholog_one2one,1.0
ENSMUSG00000063873,Slc24a3,ENSMFAG00000037051,SLC24A3,ortholog_one2one,1.0
ENSMUSG00000026200,Glb1l,ENSMFAG00000003895,GLB1L,ortholog_one2one,1.0
ENSMUSG00000047250,Ptgs1,ENSMFAG00000046283,PTGS1,ortholog_one2one,1.0
ENSMUSG00000033389,Arhgap44,ENSMFAG00000033484,ARHGAP44,ortholog_one2one,1.0
ENSMUSG00000029126,Nsg1,ENSMFAG00000043521,NSG1,ortholog_one2one,1.0
ENSMUSG00000026921,Egfl7,ENSMFAG00000043021,EGFL7,ortholog_one2one,1.0
ENSMUSG00000029127,Zbtb49,ENSMFAG00000043670,ZBTB49,ortholog_one2one,1.0
ENSMUSG00000026201,Stk16,ENSMFAG00000037581,STK16,ortholog_one2one,1.0
ENSMUSG00000003436,Dll3,ENSMFAG00000046282,DLL3,ortholog_one2one,1.0
ENSMUSG00000040945,Rcc2,ENSMFAG00000036601,RCC2,ortholog_one2one,1.0
ENSMUSG00000067367,Lyar,ENSMFAG00000032542,LYAR,ortholog_one2one,1.0
ENSMUSG00000020542,Myocd,ENSMFAG00000036055,MYOCD,ortholog_one2one,1.0
ENSMUSG00000026202,Tuba4a,ENSMFAG00000007541,TUBA4A,ortholog_one2one,1.0
ENSMUSG00000003435,Supt5,ENSMFAG00000038707,SUPT5H,ortholog_one2one,1.0
ENSMUSG00000026203,Dnajb2,ENSMFAG00000041287,DNAJB2,ortholog_one2one,1.0
ENSMUSG00000028681,Ptch2,ENSMFAG00000035339,PTCH2,ortholog_one2one,1.0
ENSMUSG00000001508,Sgca,ENSMFAG00000029765,SGCA,ortholog_one2one,1.0
ENSMUSG00000039358,Drd5,ENSMFAG00000011075,DRD5,ortholog_one2one,1.0
ENSMUSG00000005107,Slc2a9,ENSMFAG00000042334,SLC2A9,ortholog_one2one,1.0
ENSMUSG00000038976,Ppp1r9b,ENSMFAG00000041494,PPP1R9B,ortholog_one2one,1.0
ENSMUSG00000026204,Ptprn,ENSMFAG00000029064,PTPRN,ortholog_one2one,1.0
ENSMUSG00000073771,Btbd19,ENSMFAG00000033183,BTBD19,ortholog_one2one,1.0
ENSMUSG00000060594,Layn,ENSMFAG00000032480,LAYN,ortholog_one2one,1.0
ENSMUSG00000032056,Btg4,ENSMFAG00000036753,BTG4,ortholog_one2one,1.0
ENSMUSG00000047181,Samd14,ENSMFAG00000045601,SAMD14,ortholog_one2one,1.0
ENSMUSG00000001768,Rin2,ENSMFAG00000002995,RIN2,ortholog_one2one,1.0
ENSMUSG00000028680,Plk3,ENSMFAG00000039359,PLK3,ortholog_one2one,1.0
ENSMUSG00000032057,Hoatz,ENSMFAG00000036781,HOATZ,ortholog_one2one,1.0
ENSMUSG00000025479,Cyp2e1,ENSMFAG00000044389,CYP2E1,ortholog_one2one,1.0
ENSMUSG00000032053,Pou2af1,ENSMFAG00000042921,POU2AF1,ortholog_one2one,1.0
ENSMUSG00000038967,Pdk2,ENSMFAG00000042437,PDK2,ortholog_one2one,1.0
ENSMUSG00000036027,Pou2af2,ENSMFAG00000034174,POU2AF2,ortholog_one2one,1.0
ENSMUSG00000051596,Otop1,ENSMFAG00000044512,OTOP1,ortholog_one2one,1.0
ENSMUSG00000026209,Dnpep,ENSMFAG00000036683,DNPEP,ortholog_one2one,1.0
ENSMUSG00000065540,Mir126a,ENSMFAG00000014892,MIR126,ortholog_one2one,1.0
ENSMUSG00000001507,Itga3,ENSMFAG00000043382,ITGA3,ortholog_one2one,1.0
ENSMUSG00000043613,Mmp3,ENSMFAG00000037925,MMP3,ortholog_one2one,1.0
ENSMUSG00000018620,Mmp20,ENSMFAG00000035397,MMP20,ortholog_one2one,1.0
ENSMUSG00000028678,Kif2c,ENSMFAG00000043842,KIF2C,ortholog_one2one,1.0
ENSMUSG00000026922,Agpat2,ENSMFAG00000034214,AGPAT2,ortholog_one2one,1.0
ENSMUSG00000029447,Cct6a,ENSMFAG00000033952,CCT6A,ortholog_one2one,1.0
ENSMUSG00000018623,Mmp7,ENSMFAG00000037818,MMP7,ortholog_one2one,1.0
ENSMUSG00000029673,Auts2,ENSMFAG00000035871,AUTS2,ortholog_one2one,1.0
ENSMUSG00000041361,Myzap,ENSMFAG00000035568,MYZAP,ortholog_one2one,1.0
ENSMUSG00000025485,Ric8a,ENSMFAG00000033454,RIC8A,ortholog_one2one,1.0
ENSMUSG00000004415,Col26a1,ENSMFAG00000038331,COL26A1,ortholog_one2one,1.0
ENSMUSG00000060268,Armh1,ENSMFAG00000040974,ARMH1,ortholog_one2one,1.0
ENSMUSG00000026208,Des,ENSMFAG00000036498,DES,ortholog_one2one,1.0
ENSMUSG00000075384,Or1j1,ENSMFAG00000043292,OR1J1,ortholog_one2one,1.0
ENSMUSG00000048772,Tmem53,ENSMFAG00000036823,TMEM53,ortholog_one2one,1.0
ENSMUSG00000034858,Atosa,ENSMFAG00000042817,ATOSA,ortholog_one2one,1.0
ENSMUSG00000025486,Sirt3,ENSMFAG00000041754,SIRT3,ortholog_one2one,1.0
ENSMUSG00000001510,Dlx3,ENSMFAG00000032276,DLX3,ortholog_one2one,1.0
ENSMUSG00000050015,Or1j4,ENSMFAG00000043044,OR1J4,ortholog_one2one,1.0
ENSMUSG00000041616,Nppa,ENSMFAG00000035965,NPPA,ortholog_one2one,1.0
ENSMUSG00000029016,Clcn6,ENSMFAG00000001048,CLCN6,ortholog_one2one,1.0
ENSMUSG00000007987,Ift22,ENSMFAG00000044026,IFT22,ortholog_one2one,1.0
ENSMUSG00000001767,Crnkl1,ENSMFAG00000039893,CRNKL1,ortholog_one2one,1.0
ENSMUSG00000025487,Psmd13,ENSMFAG00000032216,PSMD13,ortholog_one2one,1.0
ENSMUSG00000007656,Arpp19,ENSMFAG00000049942,ARPP19,ortholog_one2one,1.0
ENSMUSG00000015869,Prpsap1,ENSMFAG00000039106,PRPSAP1,ortholog_one2one,1.0
ENSMUSG00000001739,Cldn15,ENSMFAG00000039638,CLDN15,ortholog_one2one,1.0
ENSMUSG00000034593,Myo5a,ENSMFAG00000044339,MYO5A,ortholog_one2one,1.0
ENSMUSG00000059518,Znhit1,ENSMFAG00000034086,ZNHIT1,ortholog_one2one,1.0
ENSMUSG00000055838,Or1q1,ENSMFAG00000058086,OR1Q1,ortholog_one2one,1.0
ENSMUSG00000029009,Mthfr,ENSMFAG00000043284,MTHFR,ortholog_one2one,1.0
ENSMUSG00000061878,Sphk1,ENSMFAG00000032563,SPHK1,ortholog_one2one,1.0
ENSMUSG00000004846,Plod3,ENSMFAG00000033241,PLOD3,ortholog_one2one,1.0
ENSMUSG00000015776,Med22,ENSMFAG00000042665,MED22,ortholog_one2one,1.0
ENSMUSG00000029005,Draxin,ENSMFAG00000002703,DRAXIN,ortholog_one2one,1.0
ENSMUSG00000075377,Or1b1,ENSMFAG00000049737,OR1B1,ortholog_one2one,1.0
ENSMUSG00000029003,Mad2l2,ENSMFAG00000046225,MAD2L2,ortholog_one2one,1.0
ENSMUSG00000033021,Gmppa,ENSMFAG00000041906,GMPPA,ortholog_one2one,1.0
ENSMUSG00000037143,Cfap61,ENSMFAG00000040250,CFAP61,ortholog_one2one,1.0
ENSMUSG00000004849,Ap1s1,ENSMFAG00000030473,AP1S1,ortholog_one2one,1.0
ENSMUSG00000055401,Fbxo6,ENSMFAG00000043439,FBXO6,ortholog_one2one,1.0
ENSMUSG00000025489,Ifitm5,ENSMFAG00000044560,IFITM5,ortholog_one2one,1.0
ENSMUSG00000033590,Myo5c,ENSMFAG00000033683,MYO5C,ortholog_one2one,1.0
ENSMUSG00000034282,Evpl,ENSMFAG00000039301,EVPL,ortholog_one2one,1.0
ENSMUSG00000023328,Ache,ENSMFAG00000037867,ACHE,ortholog_one2one,1.0
ENSMUSG00000041346,Wrap53,ENSMFAG00000033679,WRAP53,ortholog_one2one,1.0
ENSMUSG00000055629,B4galnt4,ENSMFAG00000039389,B4GALNT4,ortholog_one2one,1.0
ENSMUSG00000023348,Trip6,ENSMFAG00000035576,TRIP6,ortholog_one2one,1.0
ENSMUSG00000032192,Gnb5,ENSMFAG00000003513,GNB5,ortholog_one2one,1.0
ENSMUSG00000059552,Trp53,ENSMFAG00000038506,TP53,ortholog_one2one,1.0
ENSMUSG00000037344,Slc12a9,ENSMFAG00000035511,SLC12A9,ortholog_one2one,1.0
ENSMUSG00000009030,Pdcl,ENSMFAG00000049180,PDCL,ortholog_one2one,1.0
ENSMUSG00000005102,Eif2ak4,ENSMFAG00000035646,EIF2AK4,ortholog_one2one,1.0
ENSMUSG00000029710,Ephb4,ENSMFAG00000035528,EPHB4,ortholog_one2one,1.0
ENSMUSG00000003299,Mrpl4,ENSMFAG00000003526,MRPL4,ortholog_one2one,1.0
ENSMUSG00000041556,Fbxo2,ENSMFAG00000030052,FBXO2,ortholog_one2one,1.0
ENSMUSG00000025494,Sigirr,ENSMFAG00000041564,SIGIRR,ortholog_one2one,1.0
ENSMUSG00000086587,Gm11837,ENSMFAG00000051204,C8orf88,ortholog_one2one,1.0
ENSMUSG00000040536,Necab1,ENSMFAG00000033460,NECAB1,ortholog_one2one,1.0
ENSMUSG00000041329,Atp1b2,ENSMFAG00000039656,ATP1B2,ortholog_one2one,1.0
ENSMUSG00000005202,Shbg,ENSMFAG00000000521,SHBG,ortholog_one2one,1.0
ENSMUSG00000028488,Sh3gl2,ENSMFAG00000043791,SH3GL2,ortholog_one2one,1.0
ENSMUSG00000069835,Sat2,ENSMFAG00000001081,SAT2,ortholog_one2one,1.0
ENSMUSG00000001014,Icam4,ENSMFAG00000003379,ICAM4,ortholog_one2one,1.0
ENSMUSG00000032174,Icam5,ENSMFAG00000002910,ICAM5,ortholog_one2one,1.0
ENSMUSG00000018761,Mpdu1,ENSMFAG00000041864,MPDU1,ortholog_one2one,1.0
ENSMUSG00000061298,Agbl4,ENSMFAG00000032630,AGBL4,ortholog_one2one,1.0
ENSMUSG00000079681,Zglp1,ENSMFAG00000059142,ZGLP1,ortholog_one2one,1.0
ENSMUSG00000079677,Fdx2,ENSMFAG00000043889,FDX2,ortholog_one2one,1.0
ENSMUSG00000010205,Raver1,ENSMFAG00000037977,RAVER1,ortholog_one2one,1.0
ENSMUSG00000032175,Tyk2,ENSMFAG00000044770,TYK2,ortholog_one2one,1.0
ENSMUSG00000065862,Gm24029,ENSMFAG00000030013,SNORA67,ortholog_one2one,1.0
ENSMUSG00000089542,Gm25835,ENSMFAG00000015176,SNORD10,ortholog_one2one,1.0
ENSMUSG00000005204,Senp3,ENSMFAG00000039010,SENP3,ortholog_one2one,1.0
ENSMUSG00000029711,Epo,ENSMFAG00000044414,EPO,ortholog_one2one,1.0
ENSMUSG00000026288,Inpp5d,ENSMFAG00000032897,INPP5D,ortholog_one2one,1.0
ENSMUSG00000029715,Pop7,ENSMFAG00000027783,POP7,ortholog_one2one,1.0
ENSMUSG00000015790,Surf1,ENSMFAG00000032426,SURF1,ortholog_one2one,1.0
ENSMUSG00000029714,Gigyf1,ENSMFAG00000033735,GIGYF1,ortholog_one2one,1.0
ENSMUSG00000028544,Slc5a9,ENSMFAG00000035463,SLC5A9,ortholog_one2one,1.0
ENSMUSG00000029713,Gnb2,ENSMFAG00000039171,GNB2,ortholog_one2one,1.0
ENSMUSG00000089669,Tnfsf13,ENSMFAG00000039025,TNFSF13,ortholog_one2one,1.0
ENSMUSG00000032177,Pde4a,ENSMFAG00000004722,PDE4A,ortholog_one2one,1.0
ENSMUSG00000075376,Rc3h2,ENSMFAG00000035621,RC3H2,ortholog_one2one,1.0
ENSMUSG00000097328,Tnfsf12,ENSMFAG00000002034,TNFSF12,ortholog_one2one,1.0
ENSMUSG00000073932,Or51i2,ENSMFAG00000029933,OR51I2,ortholog_one2one,1.0
ENSMUSG00000003308,Keap1,ENSMFAG00000054809,KEAP1,ortholog_one2one,1.0
ENSMUSG00000029712,Actl6b,ENSMFAG00000038744,ACTL6B,ortholog_one2one,1.0
ENSMUSG00000066798,Zbtb6,ENSMFAG00000009223,ZBTB6,ortholog_one2one,1.0
ENSMUSG00000050714,Zbtb26,ENSMFAG00000009076,ZBTB26,ortholog_one2one,1.0
ENSMUSG00000051618,Ubqln3,ENSMFAG00000023673,UBQLN3,ortholog_one2one,1.0
ENSMUSG00000040093,Bmf,ENSMFAG00000055720,BMF,ortholog_one2one,1.0
ENSMUSG00000002820,Atg4d,ENSMFAG00000036604,ATG4D,ortholog_one2one,1.0
ENSMUSG00000037110,Ralgapa2,ENSMFAG00000039275,RALGAPA2,ortholog_one2one,1.0
ENSMUSG00000081859,Or52b6-ps1,ENSMFAG00000050893,OR52B6,ortholog_one2one,1.0
ENSMUSG00000029716,Tfr2,ENSMFAG00000000760,TFR2,ortholog_one2one,1.0
ENSMUSG00000018750,Zbtb4,ENSMFAG00000000576,ZBTB4,ortholog_one2one,1.0
ENSMUSG00000072244,Trim6,ENSMFAG00000045179,TRIM6,ortholog_one2one,1.0
ENSMUSG00000028399,Ptprd,ENSMFAG00000031323,PTPRD,ortholog_one2one,1.0
ENSMUSG00000032023,Jhy,ENSMFAG00000036541,JHY,ortholog_one2one,1.0
ENSMUSG00000032021,Crtam,ENSMFAG00000039012,CRTAM,ortholog_one2one,1.0
ENSMUSG00000041189,Chrnb1,ENSMFAG00000042053,CHRNB1,ortholog_one2one,1.0
ENSMUSG00000042826,Fgf11,ENSMFAG00000003329,FGF11,ortholog_one2one,1.0
ENSMUSG00000032020,Ubash3b,ENSMFAG00000032807,UBASH3B,ortholog_one2one,1.0
ENSMUSG00000089876,Tmem102,ENSMFAG00000032693,TMEM102,ortholog_one2one,1.0
ENSMUSG00000041165,Spem1,ENSMFAG00000041099,SPEM1,ortholog_one2one,1.0
ENSMUSG00000051790,Nlgn2,ENSMFAG00000042656,NLGN2,ortholog_one2one,1.0
ENSMUSG00000070394,Tmem256,ENSMFAG00000039608,TMEM256,ortholog_one2one,1.0
ENSMUSG00000049313,Sorl1,ENSMFAG00000031352,SORL1,ortholog_one2one,1.0
ENSMUSG00000026289,Atg16l1,ENSMFAG00000037545,ATG16L1,ortholog_one2one,1.0
ENSMUSG00000040084,Bub1b,ENSMFAG00000032047,BUB1B,ortholog_one2one,1.0
ENSMUSG00000013936,Myl2,ENSMFAG00000036782,MYL2,ortholog_one2one,1.0
ENSMUSG00000001583,Tnk1,ENSMFAG00000031134,TNK1,ortholog_one2one,1.0
ENSMUSG00000032018,Sc5d,ENSMFAG00000001405,SC5D,ortholog_one2one,1.0
ENSMUSG00000074749,Kiz,ENSMFAG00000036086,KIZ,ortholog_one2one,1.0
ENSMUSG00000030707,Coro1a,ENSMFAG00000030805,CORO1A,ortholog_one2one,1.0
ENSMUSG00000094845,Tmem95,ENSMFAG00000028065,TMEM95,ortholog_one2one,1.0
ENSMUSG00000037025,Foxa2,ENSMFAG00000047214,FOXA2,ortholog_one2one,1.0
ENSMUSG00000018765,Fxr2,ENSMFAG00000043282,FXR2,ortholog_one2one,1.0
ENSMUSG00000037014,Sstr4,ENSMFAG00000017458,SSTR4,ortholog_one2one,1.0
ENSMUSG00000027435,Cd93,ENSMFAG00000043644,CD93,ortholog_one2one,1.0
ENSMUSG00000054836,Elp6,ENSMFAG00000042895,ELP6,ortholog_one2one,1.0
ENSMUSG00000035437,Rabgap1,ENSMFAG00000043446,RABGAP1,ortholog_one2one,1.0
ENSMUSG00000032485,Scap,ENSMFAG00000031375,SCAP,ortholog_one2one,1.0
ENSMUSG00000013483,Card14,ENSMFAG00000034440,CARD14,ortholog_one2one,1.0
ENSMUSG00000063065,Mapk3,ENSMFAG00000042040,MAPK3,ortholog_one2one,1.0
ENSMUSG00000030703,Gdpd3,ENSMFAG00000031264,GDPD3,ortholog_one2one,1.0
ENSMUSG00000056055,Sag,ENSMFAG00000045450,SAG,ortholog_one2one,1.0
ENSMUSG00000005043,Sgsh,ENSMFAG00000024178,SGSH,ortholog_one2one,1.0
ENSMUSG00000029165,Agbl5,ENSMFAG00000000522,AGBL5,ortholog_one2one,1.0
ENSMUSG00000039908,Slc26a11,ENSMFAG00000032450,SLC26A11,ortholog_one2one,1.0
ENSMUSG00000070738,Dgkd,ENSMFAG00000002861,DGKD,ortholog_one2one,1.0
ENSMUSG00000030699,Tbx6,ENSMFAG00000001085,TBX6,ortholog_one2one,1.0
ENSMUSG00000030697,Ppp4c,ENSMFAG00000041016,PPP4C,ortholog_one2one,1.0
ENSMUSG00000032489,Kif9,ENSMFAG00000043979,KIF9,ortholog_one2one,1.0
ENSMUSG00000026915,Strbp,ENSMFAG00000001745,STRBP,ortholog_one2one,1.0
ENSMUSG00000039850,Endov,ENSMFAG00000044601,ENDOV,ortholog_one2one,1.0
ENSMUSG00000005501,Usp40,ENSMFAG00000036495,USP40,ortholog_one2one,1.0
ENSMUSG00000025582,Nptx1,ENSMFAG00000040743,NPTX1,ortholog_one2one,1.0
ENSMUSG00000044791,Setd2,ENSMFAG00000001601,SETD2,ortholog_one2one,1.0
ENSMUSG00000035403,Crb2,ENSMFAG00000042297,CRB2,ortholog_one2one,1.0
ENSMUSG00000025372,Baiap2,ENSMFAG00000043088,BAIAP2,ortholog_one2one,1.0
ENSMUSG00000058966,Tlcd3b,ENSMFAG00000064979,TLCD3B,ortholog_one2one,1.0
ENSMUSG00000035392,Dennd1a,ENSMFAG00000031585,DENND1A,ortholog_one2one,1.0
ENSMUSG00000029064,Gnb1,ENSMFAG00000040106,GNB1,ortholog_one2one,1.0
ENSMUSG00000052301,Doc2a,ENSMFAG00000031217,DOC2A,ortholog_one2one,1.0
ENSMUSG00000029163,Emilin1,ENSMFAG00000029007,EMILIN1,ortholog_one2one,1.0
ENSMUSG00000039983,Ccdc32,ENSMFAG00000032377,CCDC32,ortholog_one2one,1.0
ENSMUSG00000030689,Ino80e,ENSMFAG00000037830,INO80E,ortholog_one2one,1.0
ENSMUSG00000029162,Khk,ENSMFAG00000032386,KHK,ortholog_one2one,1.0
ENSMUSG00000027324,Rpusd2,ENSMFAG00000045062,RPUSD2,ortholog_one2one,1.0
ENSMUSG00000000247,Lhx2,ENSMFAG00000028670,LHX2,ortholog_one2one,1.0
ENSMUSG00000056724,Nbeal2,ENSMFAG00000000234,NBEAL2,ortholog_one2one,1.0
ENSMUSG00000027326,Knl1,ENSMFAG00000045223,KNL1,ortholog_one2one,1.0
ENSMUSG00000059981,Taok2,ENSMFAG00000030440,TAOK2,ortholog_one2one,1.0
ENSMUSG00000033059,Pygb,ENSMFAG00000033575,PYGB,ortholog_one2one,1.0
ENSMUSG00000006219,Fblim1,ENSMFAG00000044716,FBLIM1,ortholog_one2one,1.0
ENSMUSG00000006642,Tcf23,ENSMFAG00000058810,TCF23,ortholog_one2one,1.0
ENSMUSG00000029538,Srsf9,ENSMFAG00000039423,SRSF9,ortholog_one2one,1.0
ENSMUSG00000060538,Tmem219,ENSMFAG00000000244,TMEM219,ortholog_one2one,1.0
ENSMUSG00000029536,Gatc,ENSMFAG00000034197,GATC,ortholog_one2one,1.0
ENSMUSG00000089960,Ugt1a1,ENSMFAG00000042349,UGT1A8,ortholog_one2one,1.0
ENSMUSG00000054256,Msi1,ENSMFAG00000001798,MSI1,ortholog_one2one,1.0
ENSMUSG00000079429,Mroh2a,ENSMFAG00000045490,MROH2A,ortholog_one2one,1.0
ENSMUSG00000025583,Rptor,ENSMFAG00000000138,RPTOR,ortholog_one2one,1.0
ENSMUSG00000027323,Rad51,ENSMFAG00000044559,RAD51,ortholog_one2one,1.0
ENSMUSG00000030685,Kctd13,ENSMFAG00000041130,KCTD13,ortholog_one2one,1.0
ENSMUSG00000046378,Asphd1,ENSMFAG00000042406,ASPHD1,ortholog_one2one,1.0
ENSMUSG00000043085,Tmem82,ENSMFAG00000044352,TMEM82,ortholog_one2one,1.0
ENSMUSG00000030683,Sez6l2,ENSMFAG00000043800,SEZ6L2,ortholog_one2one,1.0
ENSMUSG00000036251,Trpm8,ENSMFAG00000043208,TRPM8,ortholog_one2one,1.0
ENSMUSG00000040740,Slc25a34,ENSMFAG00000060774,SLC25A34,ortholog_one2one,1.0
ENSMUSG00000029522,Pla2g1b,ENSMFAG00000052529,PLA2G1B,ortholog_one2one,1.0
ENSMUSG00000028917,Plekhm2,ENSMFAG00000044082,PLEKHM2,ortholog_one2one,1.0
ENSMUSG00000032046,Abhd12,ENSMFAG00000002681,ABHD12,ortholog_one2one,1.0
ENSMUSG00000068082,Grxcr1,ENSMFAG00000037806,GRXCR1,ortholog_one2one,1.0
ENSMUSG00000029422,Rsrc2,ENSMFAG00000036398,RSRC2,ortholog_one2one,1.0
ENSMUSG00000019659,Ccdc12,ENSMFAG00000002976,CCDC12,ortholog_one2one,1.0
ENSMUSG00000070730,Rmdn3,ENSMFAG00000032137,RMDN3,ortholog_one2one,1.0
ENSMUSG00000041124,Msantd4,ENSMFAG00000034061,MSANTD4,ortholog_one2one,1.0
ENSMUSG00000025892,Gria4,ENSMFAG00000001913,GRIA4,ortholog_one2one,1.0
ENSMUSG00000026295,Spp2,ENSMFAG00000044433,SPP2,ortholog_one2one,1.0
ENSMUSG00000078515,Ddi2,ENSMFAG00000040011,RSC1A1,ortholog_one2one,1.0
ENSMUSG00000046814,Gchfr,ENSMFAG00000000386,GCHFR,ortholog_one2one,1.0
ENSMUSG00000030682,Cdipt,ENSMFAG00000004028,CDIPT,ortholog_one2one,1.0
ENSMUSG00000055926,Gm14137,ENSMFAG00000018717,C15orf62,ortholog_one2one,1.0
ENSMUSG00000068580,Zfyve19,ENSMFAG00000043261,ZFYVE19,ortholog_one2one,1.0
ENSMUSG00000028979,Masp2,ENSMFAG00000025849,MASP2,ortholog_one2one,1.0
ENSMUSG00000020774,Aspa,ENSMFAG00000000304,ASPA,ortholog_one2one,1.0
ENSMUSG00000064302,Clasp1,ENSMFAG00000032753,CLASP1,ortholog_one2one,1.0
ENSMUSG00000045114,Prrt2,ENSMFAG00000032833,PRRT2,ortholog_one2one,1.0
ENSMUSG00000112920,Spata22,ENSMFAG00000033957,SPATA22,ortholog_one2one,1.0
ENSMUSG00000023259,Slc26a6,ENSMFAG00000034657,SLC26A6,ortholog_one2one,1.0
ENSMUSG00000030677,Kif22,ENSMFAG00000034567,KIF22,ortholog_one2one,1.0
ENSMUSG00000029414,Kntc1,ENSMFAG00000045398,KNTC1,ortholog_one2one,1.0
ENSMUSG00000034226,Rhov,ENSMFAG00000000850,RHOV,ortholog_one2one,1.0
ENSMUSG00000034216,Vps18,ENSMFAG00000001262,VPS18,ortholog_one2one,1.0
ENSMUSG00000063972,Nr6a1,ENSMFAG00000045408,NR6A1,ortholog_one2one,1.0
ENSMUSG00000093011,Mir100,ENSMFAG00000014651,MIR100,ortholog_one2one,1.0
ENSMUSG00000038884,Shfl,ENSMFAG00000041268,SHFL,ortholog_one2one,1.0
ENSMUSG00000042502,Cd2bp2,ENSMFAG00000038725,CD2BP2,ortholog_one2one,1.0
ENSMUSG00000038742,Angptl6,ENSMFAG00000038494,ANGPTL6,ortholog_one2one,1.0
ENSMUSG00000042492,Tbc1d10b,ENSMFAG00000053026,TBC1D10B,ortholog_one2one,1.0
ENSMUSG00000027314,Dll4,ENSMFAG00000036797,DLL4,ortholog_one2one,1.0
ENSMUSG00000049241,Hcar1,ENSMFAG00000028540,HCAR1,ortholog_one2one,1.0
ENSMUSG00000023106,Denr,ENSMFAG00000038312,DENR,ortholog_one2one,1.0
ENSMUSG00000070319,Eif3g,ENSMFAG00000003465,EIF3G,ortholog_one2one,1.0
ENSMUSG00000027313,Chac1,ENSMFAG00000043687,CHAC1,ortholog_one2one,1.0
ENSMUSG00000030672,Mylpf,ENSMFAG00000039997,MYL11,ortholog_one2one,1.0
ENSMUSG00000000915,Hip1r,ENSMFAG00000046309,HIP1R,ortholog_one2one,1.0
ENSMUSG00000004099,Dnmt1,ENSMFAG00000023786,DNMT1,ortholog_one2one,1.0
ENSMUSG00000065578,Mir181b-2,ENSMFAG00000009072,MIR181B2,ortholog_one2one,1.0
ENSMUSG00000046618,Olfml2a,ENSMFAG00000002383,OLFML2A,ortholog_one2one,1.0
ENSMUSG00000078681,Tm2d3,ENSMFAG00000021961,TM2D3,ortholog_one2one,1.0
ENSMUSG00000066278,Vps37b,ENSMFAG00000040044,VPS37B,ortholog_one2one,1.0
ENSMUSG00000060216,Arrb2,ENSMFAG00000001220,ARRB2,ortholog_one2one,1.0
ENSMUSG00000035295,Wdr38,ENSMFAG00000038461,WDR38,ortholog_one2one,1.0
ENSMUSG00000030513,Pcsk6,ENSMFAG00000032907,PCSK6,ortholog_one2one,1.0
ENSMUSG00000027456,Sdcbp2,ENSMFAG00000031687,SDCBP2,ortholog_one2one,1.0
ENSMUSG00000034154,Ino80,ENSMFAG00000044488,INO80,ortholog_one2one,1.0
ENSMUSG00000028975,Pex14,ENSMFAG00000032533,PEX14,ortholog_one2one,1.0
ENSMUSG00000030512,Snrpa1,ENSMFAG00000021023,SNRPA1,ortholog_one2one,1.0
ENSMUSG00000028974,Dffa,ENSMFAG00000033729,DFFA,ortholog_one2one,1.0
ENSMUSG00000039244,Ints15,ENSMFAG00000037040,INTS15,ortholog_one2one,1.0
ENSMUSG00000001844,Zdhhc4,ENSMFAG00000002456,ZDHHC4,ortholog_one2one,1.0
ENSMUSG00000028466,Creb3,ENSMFAG00000044871,CREB3,ortholog_one2one,1.0
ENSMUSG00000028467,Gba2,ENSMFAG00000045671,GBA2,ortholog_one2one,1.0
ENSMUSG00000026755,Arpc5l,ENSMFAG00000033396,ARPC5L,ortholog_one2one,1.0
ENSMUSG00000030796,Tead2,ENSMFAG00000035667,TEAD2,ortholog_one2one,1.0
ENSMUSG00000018923,Med11,ENSMFAG00000044987,MED11,ortholog_one2one,1.0
ENSMUSG00000040829,Zmynd15,ENSMFAG00000038901,ZMYND15,ortholog_one2one,1.0
ENSMUSG00000048647,Exd1,ENSMFAG00000034670,EXD1,ortholog_one2one,1.0
ENSMUSG00000062825,Actg1,ENSMFAG00000030086,ACTG1,ortholog_one2one,1.0
ENSMUSG00000028468,Rgp1,ENSMFAG00000042193,RGP1,ortholog_one2one,1.0
